"LOAN_ID","MEMBER_ID","LOAN_AMOUNT","FUNDED_AMOUNT","TERM","INTEREST_RATE","EXPECTED_DEFAULT_RATE","SERVICE_FEE_RATE","INSTALLMENT","GRADE","SUBGRADE","EMPLOYMENT_LENGTH","HOME_OWNERSHIP","ANNUAL_INCOME","ANNUAL_INCOME_VERIFIED","ACCEPTED_DATE","EXPIRATION_DATE","LISTING_DATE","CREDIT_PULL_DATE","REVIEW_STATUS_DATE","REVIEW_STATUS","DESCRIPTION","PURPOSE","ADDRESS_ZIP","ADDRESS_STATE","INVESTOR_COUNT","INITIAL_LIST_STATUS","EMP_TITLE","INITIAL_LIST_STATUS_EXPIRE_DATE","ACCOUNTS_NOW_DELINQUENT","ACCOUNTS_OPEN_IN_PAST_24_MTHS","BANK_CARDS_AMOUNT_OPEN_TO_BUY","BANK_CARDS_UTILIZATION_RATIO","DEBT_TO_INCOME_RATIO","DELINQUENCIES_IN_LAST_2_YEARS","DELINQUENT_AMOUNT","EARLIEST_CREDIT_LINE_DATE","FICO_RANGE_LOW","FICO_RANGE_HIGH","INQUIRIES_IN_LAST_6_MONTHS","MONTHS_SINCE_LAST_DELINQUENCY","MONTHS_SINCE_LAST_RECORD","MONTHS_SINCE_LAST_INQUIRY","MONTHS_SINCE_RECENT_REVOLVING_DELINQUENCY","MONTHS_SINCE_RECENT_BANK_CARD","MORTGAGE_ACCOUNTS","OPEN_ACCOUNTS","PUBLIC_RECORDS","TOTAL_BALANCE_EXCLUDING_MORTGAGE","REVOLVING_BALANCE","REVOLVING_UTILIZATION","TOTAL_BANK_CARD_LIMIT","TOTAL_ACCOUNTS","TOTAL_IL_HIGH_CREDIT_LIMIT","NUM_REV_ACCTS","MTHS_SINCE_RECENT_BC_DLQ","PUB_REC_BANKRUPTCIES","NUM_ACCTS_EVER_120_PPD","CHARGEOFF_WITHIN_12_MTHS","COLLECTIONS_12_MTHS_EXMED","TAX_LIENS","MTHS_SINCE_LAST_MAJOR_DEROG","NUM_STATS","NUM_TL_OP_PAST_12_M","MO_SIN_RCNT_TL","TO_HI_CRED_LIM","TO_CUR_BAL","AVG_CUR_BAL","NUM_BC_TL","NUM_ACTV_BC_TL","NUM_BC_STATS","PCT_TL_NVR_DLQ","NUM_TL_90_G_DPD_24_M","NUM_TL_30_DPD","NUM_TL_120_DPD_2_M","NUM_IL_TL","MO_SIN_OLD_IL_ACCT","NUM_ACTV_REV_TL","MO_SIN_OLD_REV_TL_OP","MO_SIN_RCNT_REV_TL_OP","TOTAL_REV_HI_LIM","NUM_REV_TL_BAL_GT0","NUM_OP_REV_TL","TOT_COLL_AMT","PERCENT_OF_BANK_CARDS_OVER_75_PERCENT_UTIL"
"41000646","43876425","13000.0","7100.0","36","10.99","4.3","0.85","425.55","B","B4","84","RENT","60000.0","NOT_VERIFIED","2015-02-12T13:53:56.000-08:00","2015-02-26T13:58:09.000-08:00","2015-02-12T18:00:00.000-08:00","2015-02-12T13:52:21.000-08:00","","NOT_APPROVED","","credit_card","770xx","TX","0","F","field service specialist","2015-02-12T18:00:00.000-08:00","0","2","2161","66.8","17.47","2","0.0","2006-04-11T17:00:00.000-07:00","665","669","0","7","","10","7","28","0","8","0","19020","6239.0","71.7","6500","20","24963","17","7","0","2","0","0","0","67","8","0","20","33663","19020","2378","12","3","5","75","0","0","0","3","77","5","106","23","8700","5","7","0","60.0"
"41111091","43986904","9600.0","3675.0","36","8.18","2.2","0.85","301.63","B","B1","120","RENT","60000.0","NOT_VERIFIED","2015-02-14T10:48:13.000-08:00","2015-02-28T10:53:41.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T10:45:15.000-08:00","","NOT_APPROVED","","debt_consolidation","473xx","IN","0","F","Senior Trooper","2015-02-14T14:00:00.000-08:00","0","5","6666","43.0","26.16","0","0.0","2001-08-13T17:00:00.000-07:00","660","664","0","","52","9","","9","2","9","1","56797","6794.0","37.3","11700","24","69578","12","","1","0","0","0","0","","9","2","4","87778","56797","6311","6","3","4","100","0","0","0","10","162","4","124","4","18200","4","6","161","25.0"
"41142165","44018030","30000.0","24075.0","36","9.17","3.0","0.85","956.37","B","B2","120","MORTGAGE","83000.0","NOT_VERIFIED","2015-02-13T13:24:14.000-08:00","2015-02-27T13:26:56.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-13T13:23:06.000-08:00","","NOT_APPROVED","","home_improvement","731xx","OK","0","F","Manager","2015-02-13T14:00:00.000-08:00","0","3","21883","34.7","25.56","0","0.0","1992-08-12T17:00:00.000-07:00","745","749","0","","","14","","14","4","9","0","52892","14905.0","40.3","33500","25","79776","11","","0","0","0","0","0","","9","0","13","264236","192966","21441","4","1","3","100","0","0","0","10","151","2","270","14","37000","2","4","0","0.0"
"41050730","43926518","9600.0","3675.0","36","6.92","1.7","0.78","296.07","A","A4","96","RENT","48000.0","NOT_VERIFIED","2015-02-14T10:17:35.000-08:00","2015-02-28T10:18:40.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-11T10:04:21.000-08:00","2015-02-14T10:33:11.000-08:00","APPROVED","","credit_card","317xx","GA","0","F","General manager ","2015-02-14T14:00:00.000-08:00","0","2","5278","48.3","17.73","0","0.0","2004-10-10T17:00:00.000-07:00","735","739","0","","","13","","27","0","6","0","26897","5667.0","39.9","10200","16","25000","12","","0","0","0","0","0","","6","0","14","43791","26897","4483","6","2","3","100","0","0","0","3","124","3","94","27","14200","3","4","0","0.0"
"41160789","44036575","14400.0","8450.0","36","9.99","3.55","0.85","464.58","B","B3","12","RENT","47000.0","NOT_VERIFIED","2015-02-12T12:33:35.000-08:00","2015-02-26T12:36:20.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T12:22:06.000-08:00","","NOT_APPROVED","","credit_card","112xx","NY","0","F","bartender","2015-02-12T14:00:00.000-08:00","0","2","4181","85.6","25.84","0","0.0","1995-05-11T17:00:00.000-07:00","680","684","1","","","5","","4","0","14","0","60193","25690.0","81.6","29000","27","34728","19","","0","0","0","0","0","","14","2","4","66228","60193","4300","17","10","10","100","0","0","0","8","97","11","237","4","31500","11","11","0","80.0"
"41061502","43937303","12000.0","6025.0","36","9.17","3.0","0.85","382.55","B","B2","120","MORTGAGE","290000.0","NOT_VERIFIED","2015-02-13T09:43:21.000-08:00","2015-02-27T10:02:27.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-13T09:41:24.000-08:00","","NOT_APPROVED","","other","958xx","CA","0","F","Vice President","2015-02-13T14:00:00.000-08:00","0","2","1375","65.6","4.75","0","0.0","2001-10-12T17:00:00.000-07:00","660","664","0","81","62","18","81","37","3","5","2","20021","2625.0","65.6","4000","25","50214","13","81","2","1","0","0","0","81","5","1","5","461824","422026","84405","8","2","2","94","0","0","0","8","157","2","160","37","4000","2","2","0","50.0"
"40951159","43826964","10000.0","3975.0","36","7.89","2.15","0.78","312.86","A","A5","120","MORTGAGE","57000.0","NOT_VERIFIED","2015-02-14T11:03:27.000-08:00","2015-02-28T11:23:34.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T10:46:01.000-08:00","","NOT_APPROVED","","debt_consolidation","337xx","FL","0","F","pipe forman","2015-02-14T14:00:00.000-08:00","0","4","8649","54.5","16.72","0","0.0","1995-08-13T17:00:00.000-07:00","670","674","0","","","13","","12","4","11","0","18675","13143.0","49.2","19000","18","16892","12","","0","0","0","0","0","","11","1","12","118938","91249","8295","11","7","8","100","0","0","0","2","121","8","234","12","26700","8","9","2003","25.0"
"41101155","43976982","25000.0","18950.0","60","13.33","4.52","0.58","573.06","C","C3","0","MORTGAGE","60000.0","NOT_VERIFIED","2015-02-14T16:47:31.000-08:00","2015-02-28T16:51:54.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T16:41:37.000-08:00","","NOT_APPROVED","","debt_consolidation","988xx","WA","0","F","","2015-02-14T18:00:00.000-08:00","0","1","5023","78.8","22.88","1","0.0","1981-06-14T17:00:00.000-07:00","695","699","0","18","","","18","105","1","6","0","55139","18677.0","74.1","23700","20","73244","13","18","0","0","0","0","0","","6","1","2","98444","55139","9190","10","3","4","90","0","0","0","6","175","3","404","2","25200","3","5","0","50.0"
"40971129","43846948","22850.0","16800.0","60","15.61","6.12","0.61","550.95","D","D1","120","RENT","52000.0","NOT_VERIFIED","2015-02-14T13:10:28.000-08:00","2015-02-28T13:14:18.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T13:07:43.000-08:00","","NOT_APPROVED","","debt_consolidation","992xx","WA","0","F","Human Resources Specialist","2015-02-14T14:00:00.000-08:00","0","0","717","93.3","22.28","1","0.0","1975-07-13T17:00:00.000-07:00","670","674","0","20","","","20","57","1","4","0","12828","9983.0","93.3","10700","16","18964","13","20","0","1","0","0","0","27","4","0","42","29664","12828","4276","8","2","2","81","0","0","0","2","160","2","475","42","10700","2","3","0","100.0"
"41170895","44046613","10000.0","3925.0","36","6.68","1.5","0.78","307.31","A","A3","0","OWN","75000.0","NOT_VERIFIED","2015-02-13T07:13:19.000-08:00","2015-02-27T07:18:51.000-08:00","2015-02-13T10:00:00.000-08:00","2015-02-13T04:22:48.000-08:00","","NOT_APPROVED","","credit_card","112xx","NY","0","F","","2015-02-13T10:00:00.000-08:00","0","11","3020","58.1","3.07","0","0.0","1985-02-12T16:00:00.000-08:00","675","679","1","32","39","6","32","17","0","14","1","5067","5067.0","20.7","7200","42","0","40","32","0","7","0","0","1","32","14","3","6","24500","5067","390","24","2","3","85","0","0","0","2","90","5","360","6","24500","5","14","0","33.3"
"41121600","43997421","10000.0","3900.0","36","8.18","2.2","0.85","314.2","B","B1","48","RENT","50000.0","NOT_VERIFIED","2015-02-14T11:15:35.000-08:00","2015-02-28T11:20:35.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T11:06:41.000-08:00","2015-02-14T11:24:01.000-08:00","APPROVED","","credit_card","328xx","FL","0","F","Medical Technologist","2015-02-14T14:00:00.000-08:00","0","5","8316","62.4","17.47","0","0.0","2008-08-13T17:00:00.000-07:00","680","684","1","","","3","","17","0","11","0","22407","14556.0","57.1","22100","16","16335","13","","0","0","0","0","0","","11","1","3","41835","22407","2241","6","4","5","100","0","0","0","3","71","6","78","3","25500","6","10","0","40.0"
"40999253","43874969","20000.0","13875.0","60","23.99","10.8","0.71","575.25","F","F2","120","MORTGAGE","103000.0","NOT_VERIFIED","2015-02-14T17:11:16.000-08:00","2015-02-28T17:32:21.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T15:03:51.000-08:00","","NOT_APPROVED","","small_business","372xx","TN","0","F","Self employ","2015-02-14T18:00:00.000-08:00","0","3","68349","10.8","10.5","0","0.0","2005-02-13T16:00:00.000-08:00","700","704","2","","","1","","18","2","21","0","52032","33336.0","22.7","76600","47","22651","34","","0","0","0","0","0","","21","0","16","294351","165763","7893","20","8","11","100","0","0","0","9","102","12","120","18","146700","12","19","555","0.0"
"41040025","43915787","13000.0","6850.0","36","7.89","2.15","0.78","406.72","A","A5","24","RENT","38000.0","NOT_VERIFIED","2015-02-11T16:05:10.000-08:00","2015-02-25T16:08:01.000-08:00","2015-02-11T18:00:00.000-08:00","2015-02-10T11:05:16.000-08:00","2015-02-11T16:12:29.000-08:00","APPROVED","","credit_card","926xx","CA","0","W","Paralegal","2015-02-12T06:00:00.000-08:00","0","6","2016","84.7","25.81","0","0.0","2002-10-09T17:00:00.000-07:00","680","684","0","","","8","","9","0","19","0","192503","13005.0","72.2","13200","42","183350","15","","0","0","0","0","0","","19","3","8","201350","192503","13750","6","4","4","100","0","0","0","27","148","6","141","8","18000","6","12","0","100.0"
"41071675","43947526","10000.0","3825.0","36","9.17","3.0","0.85","318.79","B","B2","108","RENT","40000.0","NOT_VERIFIED","2015-02-14T13:01:21.000-08:00","2015-02-28T13:16:53.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T12:57:48.000-08:00","","NOT_APPROVED","","debt_consolidation","939xx","CA","0","F","technician","2015-02-14T14:00:00.000-08:00","0","3","5958","58.6","18.36","0","0.0","2003-05-13T17:00:00.000-07:00","690","694","0","","","17","","8","0","6","0","26157","8442.0","56.3","14400","13","21764","7","","0","0","0","0","0","","6","2","8","36764","26157","4360","6","4","4","100","0","0","0","6","128","4","141","8","15000","4","5","0","50.0"
"41121487","43997303","10000.0","3775.0","36","6.68","1.5","0.78","307.31","A","A3","36","MORTGAGE","48500.0","NOT_VERIFIED","2015-02-13T14:43:02.000-08:00","2015-02-27T14:49:04.000-08:00","2015-02-13T18:00:00.000-08:00","2015-02-13T14:42:15.000-08:00","","NOT_APPROVED","","debt_consolidation","959xx","CA","0","F","Associate Information Systems Analyst","2015-02-13T18:00:00.000-08:00","0","2","1276","84.2","24.45","0","0.0","2004-09-12T17:00:00.000-07:00","695","699","0","34","","9","34","42","1","12","0","42269","7392.0","80.3","8100","19","38529","11","34","0","0","0","0","0","34","12","1","9","173901","154068","12839","7","3","3","89","0","0","0","7","78","4","125","42","9200","4","6","0","66.7"
"40971042","43846855","10000.0","3775.0","36","9.17","3.0","0.85","318.79","B","B2","36","OWN","45000.0","NOT_VERIFIED","2015-02-14T10:55:29.000-08:00","2015-02-28T10:59:27.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T10:54:38.000-08:00","","NOT_APPROVED","","credit_card","177xx","PA","0","F","Insurance agent","2015-02-14T14:00:00.000-08:00","0","3","332","97.4","31.28","0","0.0","1994-09-13T17:00:00.000-07:00","700","704","0","74","","12","74","43","2","9","0","50182","15036.0","96.4","12600","30","48656","13","74","0","0","0","0","0","","9","1","12","196256","154309","17145","8","3","3","93","0","0","0","15","245","4","129","31","15600","4","4","0","100.0"
"40932285","43808143","35000.0","28775.0","60","16.55","6.95","0.61","861.4","D","D2","12","RENT","160000.0","NOT_VERIFIED","2015-02-14T12:59:53.000-08:00","2015-02-28T13:04:34.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T12:54:03.000-08:00","","NOT_APPROVED","","debt_consolidation","900xx","CA","0","F","FACILITIES DIRECTOR","2015-02-14T14:00:00.000-08:00","0","6","4568","78.0","12.63","1","0.0","1987-10-13T17:00:00.000-07:00","695","699","1","17","","2","17","6","4","12","0","41441","31038.0","73.9","20800","30","31158","18","","0","0","0","0","0","","12","3","2","73158","41441","3453","7","3","5","96","0","0","0","8","130","7","328","2","42000","7","11","0","40.0"
"37721307","40444263","10000.0","3775.0","36","7.89","2.15","0.78","312.86","A","A5","0","OWN","66000.0","NOT_VERIFIED","2015-02-14T12:29:39.000-08:00","2015-02-28T12:37:41.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T12:25:19.000-08:00","","NOT_APPROVED","","credit_card","112xx","NY","0","F","Resident Physician","2015-02-14T14:00:00.000-08:00","0","3","6387","36.1","10.53","0","0.0","1978-09-13T17:00:00.000-07:00","700","704","0","27","","9","28","9","0","8","0","19852","3796.0","36.2","10000","10","8596","6","28","0","1","0","0","0","27","8","3","9","45329","19852","3309","4","2","2","80","0","0","0","1","63","3","116","9","10500","3","4","0","0.0"
"41051884","43927719","9450.0","3225.0","36","5.93","1.0","0.78","287.19","A","A1","48","MORTGAGE","112500.0","NOT_VERIFIED","2015-02-14T14:40:40.000-08:00","2015-02-28T14:42:50.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T14:39:50.000-08:00","","NOT_APPROVED","","debt_consolidation","863xx","AZ","0","F","Faculty","2015-02-14T18:00:00.000-08:00","0","3","38409","4.5","14.05","0","0.0","1998-05-13T17:00:00.000-07:00","715","719","0","34","","1","37","57","2","12","0","74543","1791.0","3.9","40200","33","82723","14","37","0","1","0","0","0","34","12","2","7","128423","74543","6212","9","3","6","93","0","0","0","17","148","3","201","43","45700","3","7","0","0.0"
"41169348","44045060","12000.0","5775.0","36","6.92","1.7","0.78","370.09","A","A4","72","MORTGAGE","72000.0","NOT_VERIFIED","2015-02-11T08:23:53.000-08:00","2015-02-25T08:41:34.000-08:00","2015-02-11T10:00:00.000-08:00","2015-02-09T04:57:38.000-08:00","2015-02-11T08:41:59.000-08:00","APPROVED","","credit_card","180xx","PA","0","F","Industrial Engineer","2015-02-11T10:00:00.000-08:00","0","9","9771","54.1","21.7","0","0.0","1997-09-08T17:00:00.000-07:00","670","674","0","27","80","4","27","13","2","19","1","53373","13104.0","42.8","21300","46","51704","33","","1","0","0","0","0","","18","3","5","196787","162180","10812","19","4","7","97","0","0","0","11","181","7","209","10","30600","7","15","0","20.0"
"41030609","43906383","20000.0","13725.0","36","10.99","4.3","0.85","654.68","B","B4","48","RENT","50000.0","NOT_VERIFIED","2015-02-12T13:11:56.000-08:00","2015-02-26T13:18:33.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T07:24:38.000-08:00","","NOT_APPROVED","","debt_consolidation","928xx","CA","0","F","behavior Interventionist","2015-02-12T14:00:00.000-08:00","0","12","15732","39.0","10.13","1","0.0","2005-02-11T16:00:00.000-08:00","665","669","2","11","","2","","2","2","14","0","13585","13585.0","29.8","25800","29","0","27","","0","0","0","0","0","","14","4","2","179850","145230","10374","17","5","6","96","0","0","0","0","","8","120","2","45600","8","13","100","0.0"
"40971113","43846931","10000.0","3700.0","36","5.93","1.0","0.78","303.91","A","A1","36","RENT","48000.0","NOT_VERIFIED","2015-02-14T12:37:31.000-08:00","2015-02-28T12:43:38.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T12:35:55.000-08:00","2015-02-14T12:44:01.000-08:00","APPROVED","","credit_card","914xx","CA","0","F","Accountant","2015-02-14T14:00:00.000-08:00","0","0","45316","37.1","12.0","0","0.0","1997-08-13T17:00:00.000-07:00","710","714","0","","","","","30","0","8","0","26725","26725.0","34.9","72000","18","0","17","","0","0","0","0","0","","8","0","25","76500","26725","3341","15","5","7","100","0","0","0","1","90","6","210","25","76500","6","8","0","28.6"
"41001065","43876856","15000.0","8675.0","36","11.53","4.6","0.85","494.86","B","B5","120","RENT","90000.0","NOT_VERIFIED","2015-02-14T14:59:20.000-08:00","2015-02-28T15:00:22.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T14:58:53.000-08:00","","NOT_APPROVED","","debt_consolidation","891xx","NV","0","F","FI manager","2015-02-14T18:00:00.000-08:00","0","7","2633","76.3","17.41","0","0.0","1996-08-13T17:00:00.000-07:00","675","679","0","","82","7","","21","0","8","1","36375","8864.0","73.9","11100","21","34953","11","","1","0","0","0","0","","8","4","7","46953","36375","4547","8","4","4","100","0","0","0","10","119","5","222","9","12000","5","5","2548","75.0"
"40961910","43837760","10000.0","3675.0","36","9.17","3.0","0.85","318.79","B","B2","36","RENT","30000.0","NOT_VERIFIED","2015-02-14T10:00:00.000-08:00","2015-02-28T10:08:27.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T09:55:52.000-08:00","","NOT_APPROVED","","credit_card","925xx","CA","0","F","owner president ","2015-02-14T14:00:00.000-08:00","0","3","18201","14.9","35.28","1","0.0","2001-02-13T16:00:00.000-08:00","685","689","1","18","66","5","74","21","3","11","1","30704","3199.0","13.7","21400","28","45566","21","74","1","1","0","0","0","74","10","1","5","68966","30704","3070","15","4","6","91","0","0","0","4","108","4","168","18","23400","4","8","0","0.0"
"41050683","43926468","30000.0","23675.0","60","9.99","4.05","0.53","637.27","B","B3","84","MORTGAGE","76000.0","NOT_VERIFIED","2015-02-11T09:31:20.000-08:00","2015-02-25T09:36:07.000-08:00","2015-02-11T10:00:00.000-08:00","2015-02-11T09:27:31.000-08:00","","NOT_APPROVED","","debt_consolidation","808xx","CO","0","F","FST","2015-02-11T10:00:00.000-08:00","0","0","27807","58.1","13.44","0","0.0","1997-11-10T16:00:00.000-08:00","750","754","0","","","","","87","2","9","0","38593","38593.0","55.6","66400","18","0","15","","0","0","0","0","0","","9","0","29","243600","162224","20278","9","4","5","100","0","0","0","1","135","4","207","29","69400","4","7","0","0.0"
"41121216","43997024","11500.0","5175.0","36","6.68","1.5","0.78","353.41","A","A3","120","RENT","110000.0","NOT_VERIFIED","2015-02-12T19:20:52.000-08:00","2015-02-26T19:35:06.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T19:18:49.000-08:00","2015-02-12T19:35:33.000-08:00","APPROVED","","credit_card","931xx","CA","0","F","Fire Engineer","2015-02-13T06:00:00.000-08:00","0","0","34454","25.6","7.39","1","0.0","1999-11-12T16:00:00.000-08:00","715","719","0","14","","","14","92","3","12","0","14352","11846.0","22.0","46300","19","13550","14","","0","1","0","0","0","81","12","0","32","67350","14352","1435","6","2","5","89","0","0","0","2","152","2","183","50","53800","2","11","50","20.0"
"40970650","43846443","16000.0","9675.0","36","9.17","3.0","0.85","510.07","B","B2","0","RENT","75000.0","NOT_VERIFIED","2015-02-12T20:34:18.000-08:00","2015-02-26T20:44:30.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T20:15:39.000-08:00","","NOT_APPROVED","","debt_consolidation","945xx","CA","0","F","","2015-02-13T06:00:00.000-08:00","0","3","18697","50.5","6.8","0","0.0","2002-02-12T16:00:00.000-08:00","675","679","0","26","","","26","5","0","9","0","19103","19103.0","48.2","37800","43","0","41","26","0","1","0","1","0","46","9","1","5","39600","19103","2123","23","6","7","95","0","0","0","1","79","6","156","5","39600","6","9","0","42.9"
"41141952","44017811","10400.0","4025.0","36","6.92","1.7","0.78","320.75","A","A4","0","MORTGAGE","40000.0","NOT_VERIFIED","2015-02-13T10:34:46.000-08:00","2015-02-27T11:03:34.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-13T10:28:56.000-08:00","","NOT_APPROVED","","debt_consolidation","597xx","MT","0","F","Construction inspection","2015-02-13T14:00:00.000-08:00","0","2","8768","47.8","8.01","0","0.0","1995-10-12T17:00:00.000-07:00","725","729","0","35","","24","35","6","4","8","0","10272","10272.0","39.8","16800","19","0","15","35","0","0","0","0","0","","8","2","5","230800","195243","24405","10","4","4","89","0","0","0","0","","6","232","5","25800","6","7","0","25.0"
"41051694","43927522","10000.0","3625.0","36","6.92","1.7","0.78","308.41","A","A4","0","RENT","72000.0","NOT_VERIFIED","2015-02-13T18:51:53.000-08:00","2015-02-27T19:10:55.000-08:00","2015-02-14T06:00:00.000-08:00","2015-02-13T18:34:49.000-08:00","","NOT_APPROVED","","debt_consolidation","900xx","CA","0","F","Senior Accountant","2015-02-14T06:00:00.000-08:00","0","2","3474","73.1","12.56","0","0.0","2008-09-13T17:00:00.000-07:00","705","709","0","","","9","","18","0","13","0","33881","9426.0","66.4","12900","22","27970","4","","0","0","0","0","0","","13","1","9","42170","33881","2606","2","2","2","100","0","0","0","18","77","2","50","18","14200","2","4","0","50.0"
"41030819","43906603","12500.0","6125.0","36","8.18","2.2","0.85","392.75","B","B1","120","MORTGAGE","66500.0","NOT_VERIFIED","2015-02-12T16:00:54.000-08:00","2015-02-26T16:03:31.000-08:00","2015-02-12T18:00:00.000-08:00","2015-02-12T16:00:30.000-08:00","","NOT_APPROVED","","credit_card","615xx","IL","0","F","Commander","2015-02-12T18:00:00.000-08:00","0","4","2355","75.5","27.32","0","0.0","1997-10-12T17:00:00.000-07:00","675","679","2","39","76","2","","12","5","14","1","53733","7406.0","69.9","9600","48","70069","28","","1","0","0","0","0","","14","2","6","80669","53733","3838","19","8","10","97","0","0","0","15","134","9","208","6","10600","9","11","0","60.0"
"40931916","43807751","12000.0","5600.0","36","12.29","5.0","0.96","400.24","C","C1","0","RENT","46000.0","NOT_VERIFIED","2015-02-14T13:34:38.000-08:00","2015-02-28T13:38:53.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T13:33:36.000-08:00","","NOT_APPROVED","","major_purchase","118xx","NY","0","F","Maintainer","2015-02-14T14:00:00.000-08:00","0","8","24922","10.8","22.23","4","0.0","1997-09-13T17:00:00.000-07:00","660","664","2","11","60","5","11","6","1","12","2","10558","10558.0","26.7","27900","27","0","24","19","2","2","1","1","0","11","12","4","3","39900","10558","880","12","4","9","91","2","0","0","2","140","6","209","3","39900","6","12","1014","22.2"
"41111089","43986902","18000.0","11600.0","60","15.61","6.12","0.61","434.01","D","D1","108","MORTGAGE","60000.0","NOT_VERIFIED","2015-02-14T11:35:04.000-08:00","2015-02-28T11:40:02.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T10:48:48.000-08:00","","NOT_APPROVED","","debt_consolidation","313xx","GA","0","F","senior composite tech","2015-02-14T14:00:00.000-08:00","0","5","14643","53.2","30.24","0","0.0","2004-03-13T16:00:00.000-08:00","675","679","0","59","","1","59","3","1","16","0","50766","17707.0","41.5","31300","29","47779","22","63","0","0","0","0","0","","16","2","2","194105","148674","9912","12","4","6","93","0","0","0","6","131","7","123","3","42700","7","12","114","33.3"
"41170511","44046229","12000.0","5525.0","36","9.17","3.0","0.85","382.55","B","B2","96","RENT","47000.0","NOT_VERIFIED","2015-02-13T16:06:13.000-08:00","2015-02-27T16:23:56.000-08:00","2015-02-13T18:00:00.000-08:00","2015-02-13T04:09:35.000-08:00","","NOT_APPROVED","","credit_card","339xx","FL","0","F","truck driver","2015-02-13T18:00:00.000-08:00","0","2","1334","83.9","19.64","0","0.0","1995-12-12T16:00:00.000-08:00","700","704","1","","","6","","28","0","6","0","33178","8989.0","79.5","8300","12","32650","11","","0","0","0","0","0","","6","1","6","43950","33178","5530","5","3","3","100","0","0","0","1","23","5","230","6","11300","5","5","0","66.7"
"40971092","43846909","10000.0","3525.0","36","6.92","1.7","0.78","308.41","A","A4","0","OWN","30000.0","NOT_VERIFIED","2015-02-14T12:25:50.000-08:00","2015-02-28T12:35:29.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T12:24:57.000-08:00","","NOT_APPROVED","","credit_card","344xx","FL","0","F","","2015-02-14T14:00:00.000-08:00","0","0","2119","82.3","23.36","0","0.0","1984-02-13T16:00:00.000-08:00","660","664","0","71","","","71","104","0","3","0","9881","9881.0","82.3","12000","6","0","6","71","0","3","0","0","0","71","3","0","104","12000","9881","3294","6","3","3","50","0","0","0","0","","3","372","104","12000","3","3","0","66.7"
"39827663","42672397","14400.0","7925.0","36","9.17","3.0","0.85","459.06","B","B2","0","RENT","85000.0","NOT_VERIFIED","2015-02-13T07:45:36.000-08:00","2015-02-27T07:53:04.000-08:00","2015-02-13T10:00:00.000-08:00","2015-02-12T06:18:33.000-08:00","","NOT_APPROVED","","debt_consolidation","441xx","OH","0","F","Regional Sales Manager","2015-02-13T10:00:00.000-08:00","0","5","58555","12.2","6.87","0","0.0","1997-10-11T17:00:00.000-07:00","725","729","3","","62","0","","4","0","14","1","48332","11005.0","10.6","66700","25","43277","14","","0","0","0","0","1","","14","4","2","147277","48332","3452","11","4","8","100","0","0","0","11","192","6","208","2","104000","6","11","0","0.0"
"40932382","43808241","20000.0","13525.0","36","10.99","4.3","0.85","654.68","B","B4","120","MORTGAGE","103788.35","NOT_VERIFIED","2015-02-14T17:09:31.000-08:00","2015-02-28T17:15:33.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T17:08:12.000-08:00","2015-02-14T17:15:49.000-08:00","APPROVED","","credit_card","672xx","KS","0","F","Account Executive","2015-02-14T18:00:00.000-08:00","0","5","982","92.2","5.61","0","0.0","1999-04-14T17:00:00.000-07:00","700","704","0","","","13","","12","3","7","0","17109","17109.0","90.5","12600","11","0","8","","0","0","0","0","0","","7","2","12","87058","77258","11037","6","3","3","100","0","0","0","0","","5","107","12","18900","5","5","0","100.0"
